IP:PORT, LOSS, DELAY
188.114.96.31:934,0.00%,202 ms
188.114.96.26:943,0.00%,202 ms
188.114.97.227:1070,0.00%,202 ms
188.114.97.104:8742,0.00%,202 ms
188.114.99.11:946,0.00%,202 ms
188.114.98.12:1018,0.00%,202 ms
188.114.97.139:880,0.00%,202 ms
188.114.99.177:500,0.00%,202 ms
188.114.98.11:1018,0.00%,202 ms
188.114.96.39:943,0.00%,202 ms
188.114.99.4:3138,0.00%,202 ms
188.114.96.152:8742,0.00%,202 ms
188.114.98.186:2506,0.00%,202 ms
188.114.98.250:903,0.00%,202 ms
188.114.99.179:7152,0.00%,202 ms
188.114.97.160:2371,0.00%,202 ms
188.114.97.43:3854,0.00%,202 ms
188.114.96.146:8742,0.00%,202 ms
188.114.99.40:943,0.00%,202 ms
188.114.98.7:1018,0.00%,202 ms
188.114.96.52:1387,0.00%,202 ms
188.114.97.46:3854,0.00%,202 ms
188.114.98.126:7103,0.00%,202 ms
188.114.96.83:4500,0.00%,202 ms
188.114.97.15:2371,0.00%,202 ms
188.114.99.161:987,0.00%,202 ms
188.114.99.149:987,0.00%,202 ms
188.114.98.144:7156,0.00%,202 ms
188.114.96.166:7103,0.00%,202 ms
188.114.96.113:3476,0.00%,202 ms
188.114.98.6:1018,0.00%,202 ms
188.114.99.10:946,0.00%,202 ms
188.114.99.170:7152,0.00%,202 ms
188.114.98.224:8319,0.00%,202 ms
188.114.96.54:7156,0.00%,202 ms
188.114.96.115:8742,0.00%,202 ms
188.114.98.147:987,0.00%,202 ms
188.114.97.228:908,0.00%,202 ms
188.114.96.242:3854,0.00%,202 ms
188.114.96.14:2506,0.00%,202 ms
188.114.98.194:854,0.00%,202 ms
188.114.99.81:1843,0.00%,202 ms
188.114.96.57:5956,0.00%,202 ms
188.114.97.234:1070,0.00%,202 ms
188.114.99.31:3476,0.00%,202 ms
188.114.97.251:1074,0.00%,202 ms
188.114.96.172:4177,0.00%,202 ms
188.114.98.175:854,0.00%,202 ms
188.114.99.142:1701,0.00%,202 ms
188.114.97.165:1010,0.00%,202 ms
188.114.98.216:1387,0.00%,202 ms
188.114.97.218:1070,0.00%,202 ms
188.114.99.77:7559,0.00%,202 ms
188.114.99.117:878,0.00%,202 ms
188.114.99.144:1701,0.00%,202 ms
188.114.97.96:8742,0.00%,202 ms
188.114.96.85:4500,0.00%,202 ms
188.114.98.103:1387,0.00%,202 ms
188.114.96.134:8742,0.00%,202 ms
188.114.97.175:854,0.00%,202 ms
188.114.98.194:2506,0.00%,202 ms
188.114.99.76:2506,0.00%,202 ms
188.114.99.169:987,0.00%,202 ms
188.114.96.29:943,0.00%,202 ms
188.114.98.46:500,0.00%,202 ms
188.114.99.29:3476,0.00%,202 ms
188.114.96.86:1843,0.00%,202 ms
188.114.99.18:946,0.00%,202 ms
188.114.98.137:7156,0.00%,202 ms
188.114.99.78:2506,0.00%,202 ms
188.114.97.253:1074,0.00%,202 ms
188.114.99.225:880,0.00%,202 ms
188.114.97.29:2371,0.00%,202 ms
188.114.99.34:943,0.00%,202 ms
188.114.96.241:2371,0.00%,202 ms
188.114.97.162:2371,0.00%,202 ms
188.114.98.197:3581,0.00%,202 ms
188.114.97.79:4198,0.00%,202 ms
188.114.97.97:1070,0.00%,202 ms
188.114.98.241:1014,0.00%,202 ms
188.114.97.213:5279,0.00%,202 ms
188.114.97.41:3138,0.00%,202 ms
188.114.96.42:943,0.00%,202 ms
188.114.97.150:880,0.00%,202 ms
188.114.98.189:854,0.00%,202 ms
188.114.98.208:3581,0.00%,202 ms
188.114.98.16:1018,0.00%,202 ms
188.114.96.231:864,0.00%,202 ms
188.114.99.183:7152,0.00%,202 ms
188.114.99.69:2506,0.00%,202 ms
188.114.98.148:4177,0.00%,202 ms
188.114.96.98:8742,0.00%,202 ms
188.114.97.198:955,0.00%,202 ms
188.114.96.66:5956,0.00%,202 ms
188.114.96.157:7103,0.00%,202 ms
188.114.98.44:500,0.00%,202 ms
188.114.97.124:934,0.00%,202 ms
188.114.98.165:987,0.00%,202 ms
188.114.96.207:2506,0.00%,202 ms
188.114.97.79:894,0.00%,202 ms
188.114.99.220:880,0.00%,202 ms
188.114.99.119:1002,0.00%,202 ms
188.114.98.66:1701,0.00%,202 ms
188.114.96.238:864,0.00%,202 ms
188.114.98.156:987,0.00%,202 ms
188.114.96.123:945,0.00%,202 ms
188.114.99.67:2506,0.00%,202 ms
188.114.97.177:7281,0.00%,202 ms
188.114.96.181:1010,0.00%,202 ms
188.114.99.159:987,0.00%,202 ms
188.114.99.16:3476,0.00%,202 ms
188.114.98.204:1387,0.00%,202 ms
188.114.96.144:7103,0.00%,202 ms
188.114.97.180:7281,0.00%,202 ms
188.114.98.31:500,0.00%,202 ms
188.114.99.107:1002,0.00%,202 ms
188.114.96.132:945,0.00%,202 ms
188.114.97.183:854,0.00%,202 ms
188.114.96.110:8742,0.00%,202 ms
188.114.98.196:1387,0.00%,202 ms
188.114.99.185:7152,0.00%,202 ms
188.114.96.89:1843,0.00%,202 ms
188.114.99.36:8742,0.00%,202 ms
188.114.96.119:945,0.00%,202 ms
188.114.97.248:1074,0.00%,202 ms
188.114.97.119:1387,0.00%,202 ms
188.114.98.238:1014,0.00%,202 ms
188.114.97.181:7281,0.00%,202 ms
188.114.96.184:4177,0.00%,202 ms
188.114.98.221:1014,0.00%,202 ms
188.114.97.126:934,0.00%,202 ms
188.114.96.173:1010,0.00%,202 ms
188.114.96.111:8742,0.00%,202 ms
188.114.98.116:1843,0.00%,202 ms
188.114.98.77:500,0.00%,202 ms
188.114.98.16:7152,0.00%,202 ms
188.114.96.244:2371,0.00%,202 ms
188.114.99.67:7559,0.00%,202 ms
188.114.97.136:880,0.00%,202 ms
188.114.99.128:864,0.00%,202 ms
188.114.99.122:1002,0.00%,202 ms
188.114.97.73:2371,0.00%,202 ms
188.114.98.240:1014,0.00%,202 ms
188.114.97.221:908,0.00%,202 ms
188.114.99.173:500,0.00%,202 ms
188.114.96.139:7103,0.00%,202 ms
188.114.97.236:1070,0.00%,202 ms
188.114.97.205:955,0.00%,202 ms
188.114.99.85:1843,0.00%,202 ms
188.114.97.158:2371,0.00%,202 ms
188.114.98.251:3138,0.00%,202 ms
188.114.98.47:500,0.00%,202 ms
188.114.97.253:1180,0.00%,202 ms
188.114.96.207:8886,0.00%,202 ms
188.114.96.243:3854,0.00%,202 ms
188.114.96.61:3138,0.00%,202 ms
188.114.99.186:500,0.00%,202 ms
188.114.96.193:1010,0.00%,202 ms
188.114.97.188:854,0.00%,202 ms
188.114.98.0:1180,0.00%,202 ms
188.114.96.155:8742,0.00%,202 ms
188.114.99.120:1002,0.00%,202 ms
188.114.97.109:1070,0.00%,202 ms
188.114.99.192:500,0.00%,202 ms
188.114.97.186:854,0.00%,202 ms
188.114.96.222:7156,0.00%,202 ms
188.114.99.105:878,0.00%,202 ms
188.114.97.86:4198,0.00%,202 ms
188.114.99.52:943,0.00%,202 ms
188.114.97.102:8742,0.00%,202 ms
188.114.97.8:3854,0.00%,202 ms
188.114.96.17:934,0.00%,202 ms
188.114.97.146:4233,0.00%,202 ms
188.114.98.62:1701,0.00%,202 ms
188.114.96.230:864,0.00%,202 ms
188.114.96.64:3138,0.00%,202 ms
188.114.96.51:1387,0.00%,202 ms
188.114.99.13:946,0.00%,202 ms
188.114.98.99:1387,0.00%,202 ms
188.114.97.193:955,0.00%,202 ms
188.114.96.74:3138,0.00%,202 ms
188.114.98.104:1843,0.00%,202 ms
188.114.98.48:1387,0.00%,202 ms
188.114.97.30:2371,0.00%,202 ms
188.114.99.162:987,0.00%,202 ms
188.114.98.57:1701,0.00%,202 ms
188.114.99.184:500,0.00%,202 ms
188.114.97.252:1180,0.00%,202 ms
188.114.98.197:1387,0.00%,202 ms
188.114.98.87:8886,0.00%,202 ms
188.114.96.36:934,0.00%,202 ms
188.114.96.195:2506,0.00%,202 ms
188.114.99.190:7152,0.00%,202 ms
188.114.96.139:8742,0.00%,202 ms
188.114.99.63:7559,0.00%,202 ms
188.114.96.94:4500,0.00%,202 ms
188.114.99.168:987,0.00%,202 ms
188.114.98.79:500,0.00%,202 ms
188.114.97.41:3854,0.00%,202 ms
188.114.99.168:859,0.00%,202 ms
188.114.96.116:8742,0.00%,202 ms
188.114.96.114:3476,0.00%,202 ms
188.114.97.46:3138,0.00%,202 ms
188.114.98.45:500,0.00%,202 ms
188.114.97.74:4198,0.00%,202 ms
188.114.98.141:7103,0.00%,202 ms
188.114.98.3:1074,0.00%,202 ms
188.114.99.55:943,0.00%,202 ms
188.114.96.201:2506,0.00%,202 ms
188.114.97.56:2371,0.00%,203 ms
188.114.96.234:7156,0.00%,203 ms
188.114.98.22:7152,0.00%,203 ms
188.114.98.27:1387,0.00%,203 ms
188.114.99.234:880,0.00%,203 ms
188.114.98.64:3581,0.00%,203 ms
188.114.99.20:946,0.00%,203 ms
188.114.99.100:903,0.00%,203 ms
188.114.97.233:1070,0.00%,203 ms
188.114.97.190:7281,0.00%,203 ms
188.114.99.29:946,0.00%,203 ms
188.114.96.208:2506,0.00%,203 ms
188.114.99.113:878,0.00%,203 ms
188.114.96.211:2506,0.00%,203 ms
188.114.97.134:4233,0.00%,203 ms
188.114.97.212:5279,0.00%,203 ms
188.114.99.225:1010,0.00%,203 ms
188.114.98.209:3581,0.00%,203 ms
188.114.99.223:880,0.00%,203 ms
188.114.98.15:7152,0.00%,203 ms
188.114.98.98:8886,0.00%,203 ms
188.114.96.84:1843,0.00%,203 ms
188.114.99.229:1010,0.00%,203 ms
188.114.96.149:7103,0.00%,203 ms
188.114.96.154:8742,0.00%,203 ms
188.114.99.41:8742,0.00%,203 ms
188.114.97.229:908,0.00%,203 ms
188.114.98.251:903,0.00%,203 ms
188.114.99.51:943,0.00%,203 ms
188.114.96.118:8742,0.00%,203 ms
188.114.99.135:1701,0.00%,203 ms
188.114.99.118:1002,0.00%,203 ms
188.114.99.206:968,0.00%,203 ms
188.114.97.222:908,0.00%,203 ms
188.114.97.24:2371,0.00%,203 ms
188.114.98.173:854,0.00%,203 ms
188.114.99.200:968,0.00%,203 ms
188.114.99.128:1701,0.00%,203 ms
188.114.97.184:7281,0.00%,203 ms
188.114.99.243:880,0.00%,203 ms
188.114.98.22:1018,0.00%,203 ms
188.114.97.130:934,0.00%,203 ms
188.114.96.124:5956,0.00%,203 ms
188.114.98.145:7103,0.00%,203 ms
188.114.98.89:500,0.00%,203 ms
188.114.98.207:3581,0.00%,203 ms
188.114.99.204:7156,0.00%,203 ms
188.114.97.169:1010,0.00%,203 ms
188.114.97.112:1070,0.00%,203 ms
188.114.98.58:1701,0.00%,203 ms
188.114.96.29:934,0.00%,203 ms
188.114.98.152:987,0.00%,203 ms
188.114.96.24:934,0.00%,203 ms
188.114.98.98:500,0.00%,203 ms
188.114.98.184:2506,0.00%,203 ms
188.114.99.30:946,0.00%,203 ms
188.114.96.168:7103,0.00%,203 ms
188.114.97.1:2371,0.00%,203 ms
188.114.97.93:894,0.00%,203 ms
188.114.99.26:3476,0.00%,203 ms
188.114.99.131:1701,0.00%,203 ms
188.114.96.172:1010,0.00%,203 ms
188.114.99.97:1843,0.00%,203 ms
188.114.99.96:903,0.00%,203 ms
188.114.98.239:1014,0.00%,203 ms
188.114.98.13:7152,0.00%,203 ms
188.114.98.30:500,0.00%,203 ms
188.114.96.113:8742,0.00%,203 ms
188.114.98.20:1018,0.00%,203 ms
188.114.99.57:2506,0.00%,203 ms
188.114.98.65:3581,0.00%,203 ms
188.114.98.203:1387,0.00%,203 ms
188.114.98.2:1074,0.00%,203 ms
188.114.98.78:500,0.00%,203 ms
188.114.97.40:3138,0.00%,203 ms
188.114.98.40:500,0.00%,203 ms
188.114.98.201:1387,0.00%,203 ms
188.114.96.232:7156,0.00%,203 ms
188.114.97.161:2371,0.00%,203 ms
188.114.96.127:5956,0.00%,203 ms
188.114.98.41:1387,0.00%,203 ms
188.114.98.151:987,0.00%,203 ms
188.114.97.48:3138,0.00%,203 ms
188.114.96.40:943,0.00%,203 ms
188.114.96.67:5956,0.00%,203 ms
188.114.99.192:7152,0.00%,203 ms
188.114.99.249:7103,0.00%,203 ms
188.114.97.59:2371,0.00%,203 ms
188.114.96.131:945,0.00%,203 ms
188.114.98.76:500,0.00%,203 ms
188.114.98.212:3581,0.00%,203 ms
188.114.98.128:7103,0.00%,203 ms
188.114.96.192:4177,0.00%,203 ms
188.114.98.228:8319,0.00%,203 ms
188.114.97.202:955,0.00%,203 ms
188.114.99.50:8742,0.00%,203 ms
188.114.97.183:7281,0.00%,203 ms
188.114.98.24:7152,0.00%,203 ms
188.114.97.244:1180,0.00%,203 ms
188.114.98.50:500,0.00%,203 ms
188.114.97.21:864,0.00%,203 ms
188.114.96.114:8742,0.00%,203 ms
188.114.99.103:903,0.00%,203 ms
188.114.96.236:7156,0.00%,203 ms
188.114.98.221:8319,0.00%,203 ms
188.114.97.105:1070,0.00%,203 ms
188.114.98.110:1843,0.00%,203 ms
188.114.96.23:934,0.00%,203 ms
188.114.96.169:7103,0.00%,203 ms
188.114.96.217:8886,0.00%,203 ms
188.114.99.176:500,0.00%,203 ms
188.114.96.50:7156,0.00%,203 ms
188.114.97.12:864,0.00%,203 ms
188.114.98.195:3581,0.00%,203 ms
188.114.99.121:878,0.00%,203 ms
188.114.99.27:3476,0.00%,203 ms
188.114.96.240:864,0.00%,203 ms
188.114.97.35:3854,0.00%,203 ms
188.114.96.194:4177,0.00%,203 ms
188.114.96.100:3476,0.00%,203 ms
188.114.98.241:8319,0.00%,203 ms
188.114.97.215:1070,0.00%,203 ms
188.114.97.112:8742,0.00%,203 ms
188.114.96.235:7156,0.00%,203 ms
188.114.97.235:908,0.00%,203 ms
188.114.98.254:3138,0.00%,203 ms
188.114.99.35:8742,0.00%,203 ms
188.114.98.83:500,0.00%,203 ms
188.114.98.73:3581,0.00%,203 ms
188.114.97.177:854,0.00%,203 ms
188.114.99.95:1843,0.00%,203 ms
188.114.98.255:903,0.00%,203 ms
188.114.99.71:7559,0.00%,203 ms
188.114.97.238:1074,0.00%,203 ms
188.114.96.140:8742,0.00%,203 ms
188.114.99.43:943,0.00%,203 ms
188.114.99.15:3476,0.00%,203 ms
188.114.97.6:3854,0.00%,203 ms
188.114.98.161:4177,0.00%,203 ms
188.114.97.123:934,0.00%,203 ms
188.114.96.183:1010,0.00%,203 ms
188.114.98.106:1843,0.00%,203 ms
188.114.99.213:7156,0.00%,204 ms
188.114.97.110:8742,0.00%,204 ms
188.114.96.103:3476,0.00%,204 ms
188.114.97.108:1070,0.00%,204 ms
188.114.98.236:1014,0.00%,204 ms
188.114.96.120:945,0.00%,204 ms
188.114.99.195:7156,0.00%,204 ms
188.114.99.110:1002,0.00%,204 ms
188.114.97.17:864,0.00%,204 ms
188.114.98.23:1018,0.00%,204 ms
188.114.96.209:8886,0.00%,204 ms
188.114.97.47:3854,0.00%,204 ms
188.114.96.103:8742,0.00%,204 ms
188.114.96.252:2371,0.00%,204 ms
188.114.98.81:500,0.00%,204 ms
188.114.96.188:4177,0.00%,204 ms
188.114.98.66:3581,0.00%,204 ms
188.114.96.191:4177,0.00%,204 ms
188.114.96.131:5956,0.00%,204 ms
188.114.97.95:8742,0.00%,204 ms
188.114.99.70:7559,0.00%,204 ms
188.114.96.182:1010,0.00%,204 ms
188.114.96.42:934,0.00%,204 ms
188.114.97.52:1074,0.00%,204 ms
188.114.99.32:946,0.00%,204 ms
188.114.97.157:2371,0.00%,204 ms
188.114.99.139:1701,0.00%,204 ms
188.114.97.30:864,0.00%,204 ms
188.114.98.171:2506,0.00%,204 ms
188.114.99.46:8742,0.00%,204 ms
188.114.96.218:864,0.00%,204 ms
188.114.98.135:7103,0.00%,204 ms
188.114.96.41:934,0.00%,204 ms
188.114.97.67:2371,0.00%,204 ms
188.114.97.121:1387,0.00%,204 ms
188.114.96.72:5956,0.00%,204 ms
188.114.99.156:859,0.00%,204 ms
188.114.98.215:1387,0.00%,204 ms
188.114.96.221:864,0.00%,204 ms
188.114.99.130:864,0.00%,204 ms
188.114.96.225:7156,0.00%,204 ms
188.114.96.221:7156,0.00%,204 ms
188.114.98.25:1018,0.00%,205 ms
188.114.98.161:987,0.00%,205 ms
188.114.96.224:7156,0.00%,205 ms
188.114.96.230:7156,0.00%,205 ms
188.114.96.216:8886,0.00%,205 ms
188.114.97.174:7281,0.00%,205 ms
188.114.96.60:5956,0.00%,205 ms
188.114.98.39:1387,0.00%,205 ms
188.114.96.31:943,0.00%,205 ms
188.114.97.101:8742,0.00%,205 ms
188.114.97.142:880,0.00%,206 ms
188.114.99.101:1843,0.00%,206 ms
188.114.97.173:854,0.00%,206 ms
188.114.98.153:4177,0.00%,206 ms
188.114.99.133:864,0.00%,206 ms
188.114.97.155:2371,0.00%,206 ms
188.114.99.138:1701,0.00%,206 ms
188.114.96.210:2506,0.00%,206 ms
188.114.98.113:1843,0.00%,207 ms
188.114.96.205:2506,0.00%,207 ms
188.114.96.215:2506,0.00%,207 ms
188.114.98.150:987,0.00%,207 ms
188.114.97.171:7281,0.00%,207 ms
188.114.99.138:864,0.00%,207 ms
188.114.98.150:4177,0.00%,208 ms
188.114.97.176:854,0.00%,208 ms
188.114.96.205:8886,0.00%,208 ms
188.114.99.132:1701,0.00%,208 ms
188.114.97.170:1010,0.00%,209 ms
188.114.99.129:1701,0.00%,209 ms
188.114.98.117:1843,0.00%,210 ms
188.114.96.214:8886,0.00%,212 ms
188.114.99.129:864,0.00%,212 ms
188.114.96.219:7156,0.00%,213 ms
188.114.97.150:4233,0.00%,217 ms
188.114.96.163:7103,0.00%,217 ms
188.114.98.143:7103,0.00%,217 ms
188.114.97.232:1070,0.00%,217 ms
188.114.96.19:943,0.00%,217 ms
188.114.97.243:1074,0.00%,217 ms
188.114.97.137:4233,0.00%,218 ms
188.114.96.18:934,0.00%,218 ms
188.114.97.16:2371,0.00%,218 ms
188.114.99.120:878,0.00%,218 ms
188.114.96.92:4500,0.00%,218 ms
188.114.99.6:903,0.00%,218 ms
188.114.99.221:1010,0.00%,218 ms
188.114.96.48:1387,0.00%,218 ms
188.114.97.69:2371,0.00%,218 ms
188.114.98.47:1387,0.00%,218 ms
188.114.98.17:7152,0.00%,218 ms
188.114.99.234:1010,0.00%,218 ms
188.114.96.73:5956,0.00%,218 ms
188.114.99.224:1010,0.00%,218 ms
188.114.96.40:934,0.00%,219 ms
188.114.98.142:7156,0.00%,219 ms
188.114.98.137:7103,0.00%,219 ms
188.114.98.67:3581,0.00%,219 ms
188.114.97.176:7281,0.00%,219 ms
188.114.96.247:2371,0.00%,219 ms
188.114.99.14:946,0.00%,219 ms
188.114.99.195:968,0.00%,220 ms
188.114.97.120:934,0.00%,220 ms
188.114.98.226:8319,0.00%,220 ms
188.114.97.42:3854,0.00%,220 ms
188.114.99.39:8742,0.00%,220 ms
188.114.99.99:1843,0.00%,220 ms
188.114.97.194:5279,0.00%,220 ms
188.114.96.200:8886,0.00%,220 ms
188.114.97.239:1180,0.00%,220 ms
188.114.97.181:854,0.00%,220 ms
188.114.98.252:903,0.00%,220 ms
188.114.97.1:3854,0.00%,220 ms
188.114.99.164:859,0.00%,220 ms
188.114.99.238:1010,0.00%,220 ms
188.114.99.63:2506,0.00%,220 ms
188.114.96.115:3476,0.00%,220 ms
188.114.99.248:7103,0.00%,220 ms
188.114.98.229:1014,0.00%,220 ms
188.114.96.180:1010,0.00%,220 ms
188.114.98.163:4177,0.00%,220 ms
188.114.99.239:1010,0.00%,220 ms
188.114.99.150:859,0.00%,220 ms
188.114.97.72:2371,0.00%,220 ms
188.114.96.28:934,0.00%,220 ms
188.114.98.247:3138,0.00%,220 ms
188.114.96.246:2371,0.00%,220 ms
188.114.99.79:7559,0.00%,220 ms
188.114.99.230:1010,0.00%,220 ms
188.114.96.138:7103,0.00%,220 ms
188.114.96.179:4177,0.00%,220 ms
188.114.99.108:878,0.00%,220 ms
188.114.98.17:1018,0.00%,220 ms
188.114.99.97:903,0.00%,220 ms
188.114.96.92:1843,0.00%,220 ms
188.114.98.124:7103,0.00%,220 ms
188.114.98.57:3581,0.00%,220 ms
188.114.98.170:987,0.00%,220 ms
188.114.98.107:1387,0.00%,220 ms
188.114.98.163:987,0.00%,220 ms
188.114.97.240:1074,0.00%,220 ms
188.114.98.84:500,0.00%,220 ms
188.114.97.146:880,0.00%,220 ms
188.114.97.243:1180,0.00%,220 ms
188.114.98.46:1387,0.00%,220 ms
188.114.96.211:8886,0.00%,220 ms
188.114.97.115:934,0.00%,220 ms
188.114.98.255:3138,0.00%,220 ms
188.114.99.215:968,0.00%,220 ms
188.114.99.174:500,0.00%,220 ms
188.114.98.135:7156,0.00%,220 ms
188.114.98.67:1701,0.00%,220 ms
188.114.98.226:1014,0.00%,220 ms
188.114.97.95:1070,0.00%,220 ms
188.114.99.226:880,0.00%,220 ms
188.114.97.184:854,0.00%,220 ms
188.114.99.208:7156,0.00%,220 ms
188.114.97.39:3854,0.00%,220 ms
188.114.97.164:2371,0.00%,220 ms
188.114.99.178:500,0.00%,220 ms
188.114.98.34:500,0.00%,220 ms
188.114.97.75:4198,0.00%,220 ms
188.114.98.227:8319,0.00%,220 ms
188.114.98.129:7103,0.00%,220 ms
188.114.96.135:7103,0.00%,220 ms
188.114.99.229:880,0.00%,220 ms
188.114.99.81:903,0.00%,220 ms
188.114.97.161:1010,0.00%,220 ms
188.114.96.216:2506,0.00%,220 ms
188.114.96.99:8742,0.00%,220 ms
188.114.99.123:878,0.00%,220 ms
188.114.97.42:3138,0.00%,220 ms
188.114.96.189:1010,0.00%,220 ms
188.114.99.70:2506,0.00%,220 ms
188.114.98.182:2506,0.00%,220 ms
188.114.96.94:1843,0.00%,220 ms
188.114.99.62:7559,0.00%,220 ms
188.114.98.123:7156,0.00%,220 ms
188.114.96.210:8886,0.00%,220 ms
188.114.97.75:894,0.00%,220 ms
188.114.99.80:7559,0.00%,220 ms
188.114.98.103:1843,0.00%,220 ms
188.114.99.205:7156,0.00%,220 ms
188.114.97.140:4233,0.00%,220 ms
188.114.98.21:1018,0.00%,220 ms
188.114.98.32:1387,0.00%,220 ms
188.114.97.255:1180,0.00%,220 ms
188.114.97.19:864,0.00%,220 ms
188.114.96.112:3476,0.00%,220 ms
188.114.97.77:894,0.00%,220 ms
188.114.99.188:7152,0.00%,220 ms
188.114.99.82:1843,0.00%,220 ms
188.114.97.207:5279,0.00%,221 ms
188.114.98.130:7156,0.00%,221 ms
188.114.98.214:1387,0.00%,221 ms
188.114.97.22:864,0.00%,221 ms
188.114.96.74:5956,0.00%,221 ms
188.114.97.68:2371,0.00%,221 ms
188.114.97.103:1070,0.00%,221 ms
188.114.97.15:864,0.00%,221 ms
188.114.99.236:880,0.00%,221 ms
188.114.96.129:5956,0.00%,221 ms
188.114.98.243:3138,0.00%,221 ms
188.114.97.133:880,0.00%,221 ms
188.114.98.84:8886,0.00%,221 ms
188.114.97.119:934,0.00%,221 ms
188.114.99.230:880,0.00%,221 ms
188.114.98.39:500,0.00%,221 ms
188.114.96.80:5956,0.00%,221 ms
188.114.97.195:955,0.00%,221 ms
188.114.96.122:945,0.00%,221 ms
188.114.99.62:2506,0.00%,221 ms
188.114.97.38:3138,0.00%,221 ms
188.114.98.62:3581,0.00%,221 ms
188.114.96.17:943,0.00%,221 ms
188.114.99.30:3476,0.00%,221 ms
188.114.99.74:7559,0.00%,221 ms
188.114.98.222:1014,0.00%,221 ms
188.114.98.86:8886,0.00%,221 ms
188.114.97.218:908,0.00%,221 ms
188.114.98.45:1387,0.00%,221 ms
188.114.96.11:988,0.00%,221 ms
188.114.97.132:880,0.00%,221 ms
188.114.96.199:8886,0.00%,221 ms
188.114.99.92:903,0.00%,221 ms
188.114.99.220:1010,0.00%,221 ms
188.114.97.249:1180,0.00%,221 ms
188.114.98.37:1387,0.00%,221 ms
188.114.97.189:7281,0.00%,221 ms
188.114.96.153:7103,0.00%,221 ms
188.114.99.47:943,0.00%,221 ms
188.114.98.100:1843,0.00%,221 ms
188.114.97.120:1387,0.00%,221 ms
188.114.99.207:7156,0.00%,221 ms
188.114.97.246:1180,0.00%,221 ms
188.114.99.79:2506,0.00%,221 ms
188.114.97.16:864,0.00%,221 ms
188.114.99.85:903,0.00%,221 ms
188.114.97.206:955,0.00%,221 ms
188.114.96.168:8854,0.00%,221 ms
188.114.97.77:4198,0.00%,221 ms
188.114.97.205:5279,0.00%,221 ms
188.114.98.136:7156,0.00%,221 ms
188.114.96.250:2371,0.00%,221 ms
188.114.99.119:878,0.00%,221 ms
188.114.99.212:7156,0.00%,221 ms
188.114.96.58:5956,0.00%,221 ms
188.114.99.159:859,0.00%,221 ms
188.114.96.143:8742,0.00%,221 ms
188.114.98.159:987,0.00%,221 ms
188.114.96.229:864,0.00%,221 ms
188.114.97.212:955,0.00%,221 ms
188.114.98.115:1387,0.00%,221 ms
188.114.96.87:4500,0.00%,221 ms
188.114.96.178:1010,0.00%,221 ms
188.114.97.231:908,0.00%,221 ms
188.114.98.124:7156,0.00%,221 ms
188.114.99.173:7152,0.00%,221 ms
188.114.96.47:7156,0.00%,221 ms
188.114.99.98:903,0.00%,221 ms
188.114.97.22:2371,0.00%,221 ms
188.114.96.158:7103,0.00%,221 ms
188.114.98.230:8319,0.00%,221 ms
188.114.98.5:7152,0.00%,221 ms
188.114.97.137:880,0.00%,221 ms
188.114.98.158:987,0.00%,221 ms
188.114.99.45:8742,0.00%,222 ms
188.114.97.68:1074,0.00%,222 ms
188.114.98.106:1387,0.00%,222 ms
188.114.99.236:1010,0.00%,222 ms
188.114.99.48:943,0.00%,222 ms
188.114.97.31:864,0.00%,222 ms
188.114.96.61:5956,0.00%,222 ms
188.114.98.239:8319,0.00%,222 ms
188.114.98.213:3581,0.00%,222 ms
188.114.98.134:7156,0.00%,222 ms
188.114.98.213:1387,0.00%,222 ms
188.114.96.165:7103,0.00%,222 ms
188.114.99.140:1701,0.00%,222 ms
188.114.97.252:1074,0.00%,222 ms
188.114.97.37:3138,0.00%,222 ms
188.114.98.122:7103,0.00%,222 ms
188.114.96.180:4177,0.00%,222 ms
188.114.96.10:2506,0.00%,222 ms
188.114.98.230:1014,0.00%,222 ms
188.114.98.243:903,0.00%,222 ms
188.114.97.44:3138,0.00%,222 ms
188.114.97.100:8742,0.00%,222 ms
188.114.98.78:8886,0.00%,222 ms
188.114.97.37:3854,0.00%,222 ms
188.114.97.172:7281,0.00%,222 ms
188.114.96.87:1843,0.00%,222 ms
188.114.99.133:1701,0.00%,222 ms
188.114.98.235:1014,0.00%,222 ms
188.114.98.35:1387,0.00%,222 ms
188.114.96.247:3854,0.00%,222 ms
188.114.98.191:2506,0.00%,222 ms
188.114.96.112:8742,0.00%,222 ms
188.114.97.101:1070,0.00%,222 ms
188.114.97.56:1074,0.00%,222 ms
188.114.98.13:1018,0.00%,222 ms
188.114.97.88:894,0.00%,222 ms
188.114.97.140:880,0.00%,222 ms
188.114.98.202:1387,0.00%,222 ms
188.114.97.5:2371,0.00%,222 ms
188.114.97.247:1180,0.00%,222 ms
188.114.96.105:8742,0.00%,222 ms
188.114.99.48:8742,0.00%,222 ms
188.114.96.134:7103,0.00%,222 ms
188.114.97.103:8742,0.00%,222 ms
188.114.99.123:1002,0.00%,223 ms
188.114.98.214:3581,0.00%,223 ms
188.114.96.121:5956,0.00%,223 ms
188.114.96.106:8742,0.00%,223 ms
188.114.97.105:8742,0.00%,223 ms
188.114.97.32:2371,0.00%,223 ms
188.114.98.130:7103,0.00%,223 ms
188.114.98.37:500,0.00%,223 ms
188.114.99.200:7156,0.00%,223 ms
188.114.99.226:1010,0.00%,223 ms
188.114.99.47:8742,0.00%,223 ms
188.114.97.13:864,0.00%,223 ms
